alias,food_key,language,source
Cabbage red raw,fndds_cabbage_red_raw,en,usda_fndds_generated
raw red Cabbage,fndds_cabbage_red_raw,en,usda_fndds_generated
"Cabbage, green, raw",fndds_cabbage_green_raw,en,usda_fndds_exact
Cabbage green raw,fndds_cabbage_green_raw,en,usda_fndds_generated
raw green Cabbage,fndds_cabbage_green_raw,en,usda_fndds_generated
"Cabbage, red, cooked",fndds_cabbage_red_cooked,en,usda_fndds_exact
Cabbage red cooked,fndds_cabbage_red_cooked,en,usda_fndds_generated
cooked red Cabbage,fndds_cabbage_red_cooked,en,usda_fndds_generated
"Cabbage, Chinese, raw",fndds_cabbage_chinese_raw,en,usda_fndds_exact
Cabbage Chinese raw,fndds_cabbage_chinese_raw,en,usda_fndds_generated
raw Chinese Cabbage,fndds_cabbage_chinese_raw,en,usda_fndds_generated
"Cabbage, savoy, cooked",fndds_cabbage_savoy_cooked,en,usda_fndds_exact
Cabbage savoy cooked,fndds_cabbage_savoy_cooked,en,usda_fndds_generated
cooked savoy Cabbage,fndds_cabbage_savoy_cooked,en,usda_fndds_generated
Leeks,fndds_leeks,en,usda_fndds_exact
"Onions, raw",fndds_onions_raw,en,usda_fndds_exact
Onions raw,fndds_onions_raw,en,usda_fndds_generated
raw Onions,fndds_onions_raw,en,usda_fndds_generated
"Onions, green, raw",fndds_onions_green_raw,en,usda_fndds_exact
Onions green raw,fndds_onions_green_raw,en,usda_fndds_generated
raw green Onions,fndds_onions_green_raw,en,usda_fndds_generated
"Onions, pearl, cooked",fndds_onions_pearl_cooked,en,usda_fndds_exact
Onions pearl cooked,fndds_onions_pearl_cooked,en,usda_fndds_generated
cooked pearl Onions,fndds_onions_pearl_cooked,en,usda_fndds_generated
"Corn, raw",fndds_corn_raw,en,usda_fndds_exact
Corn raw,fndds_corn_raw,en,usda_fndds_generated
raw Corn,fndds_corn_raw,en,usda_fndds_generated
"Corn, creamed",fndds_corn_creamed,en,usda_fndds_exact
Corn creamed,fndds_corn_creamed,en,usda_fndds_generated
creamed Corn,fndds_corn_creamed,en,usda_fndds_generated
"Corn, fresh, cooked with oil",fndds_corn_fresh_cooked_with_oil,en,usda_fndds_exact
Corn fresh cooked with oil,fndds_corn_fresh_cooked_with_oil,en,usda_fndds_generated
"Corn, frozen, cooked with oil",fndds_corn_frozen_cooked_with_oil,en,usda_fndds_exact
Corn frozen cooked with oil,fndds_corn_frozen_cooked_with_oil,en,usda_fndds_generated
"Corn, canned, cooked with oil",fndds_corn_canned_cooked_with_oil,en,usda_fndds_exact
Corn canned cooked with oil,fndds_corn_canned_cooked_with_oil,en,usda_fndds_generated
"Corn, fresh, cooked, no added fat",fndds_corn_fresh_cooked_no_added_fat,en,usda_fndds_exact
Corn fresh cooked no added fat,fndds_corn_fresh_cooked_no_added_fat,en,usda_fndds_generated
Fufu,fndds_fufu,en,usda_fndds_exact
"Taro, cooked",fndds_taro_cooked,en,usda_fndds_exact
Taro cooked,fndds_taro_cooked,en,usda_fndds_generated
cooked Taro,fndds_taro_cooked,en,usda_fndds_generated
"Plantain, raw",fndds_plantain_raw,en,usda_fndds_exact
Plantain raw,fndds_plantain_raw,en,usda_fndds_generated
raw Plantain,fndds_plantain_raw,en,usda_fndds_generated
Water Chesnut,fndds_water_chesnut,en,usda_fndds_exact
"Cassava, cooked",fndds_cassava_cooked,en,usda_fndds_exact
Cassava cooked,fndds_cassava_cooked,en,usda_fndds_generated
cooked Cassava,fndds_cassava_cooked,en,usda_fndds_generated
"Green peas, raw",fndds_green_peas_raw,en,usda_fndds_exact
Green peas raw,fndds_green_peas_raw,en,usda_fndds_generated
raw Green peas,fndds_green_peas_raw,en,usda_fndds_generated
"Breadfruit, cooked",fndds_breadfruit_cooked,en,usda_fndds_exact
Breadfruit cooked,fndds_breadfruit_cooked,en,usda_fndds_generated
cooked Breadfruit,fndds_breadfruit_cooked,en,usda_fndds_generated
"Plantain, cooked with oil",fndds_plantain_cooked_with_oil,en,usda_fndds_exact
Plantain cooked with oil,fndds_plantain_cooked_with_oil,en,usda_fndds_generated
"Lima beans, from canned",fndds_lima_beans_from_canned,en,usda_fndds_exact
Lima beans from canned,fndds_lima_beans_from_canned,en,usda_fndds_generated
"Blackeyed peas, from canned",fndds_blackeyed_peas_from_canned,en,usda_fndds_exact
Blackeyed peas from canned,fndds_blackeyed_peas_from_canned,en,usda_fndds_generated
Radish,fndds_radish,en,usda_fndds_exact
Artichoke,fndds_artichoke,en,usda_fndds_exact
"Beets, raw",fndds_beets_raw,en,usda_fndds_exact
Beets raw,fndds_beets_raw,en,usda_fndds_generated
raw Beets,fndds_beets_raw,en,usda_fndds_generated
"Cactus, raw",fndds_cactus_raw,en,usda_fndds_exact
Cactus raw,fndds_cactus_raw,en,usda_fndds_generated
raw Cactus,fndds_cactus_raw,en,usda_fndds_generated
"Celery, raw",fndds_celery_raw,en,usda_fndds_exact
Celery raw,fndds_celery_raw,en,usda_fndds_generated
raw Celery,fndds_celery_raw,en,usda_fndds_generated
"Jicama, raw",fndds_jicama_raw,en,usda_fndds_exact
Jicama raw,fndds_jicama_raw,en,usda_fndds_generated
raw Jicama,fndds_jicama_raw,en,usda_fndds_generated
"Turnip, raw",fndds_turnip_raw,en,usda_fndds_exact
Turnip raw,fndds_turnip_raw,en,usda_fndds_generated
raw Turnip,fndds_turnip_raw,en,usda_fndds_generated
"Avocado, raw",fndds_avocado_raw,en,usda_fndds_exact
Avocado raw,fndds_avocado_raw,en,usda_fndds_generated
raw Avocado,fndds_avocado_raw,en,usda_fndds_generated
"Seaweed, raw",fndds_seaweed_raw,en,usda_fndds_exact
Seaweed raw,fndds_seaweed_raw,en,usda_fndds_generated
raw Seaweed,fndds_seaweed_raw,en,usda_fndds_generated
"Cucumber, raw",fndds_cucumber_raw,en,usda_fndds_exact
Cucumber raw,fndds_cucumber_raw,en,usda_fndds_generated
raw Cucumber,fndds_cucumber_raw,en,usda_fndds_generated
"Eggplant, raw",fndds_eggplant_raw,en,usda_fndds_exact
Eggplant raw,fndds_eggplant_raw,en,usda_fndds_generated
raw Eggplant,fndds_eggplant_raw,en,usda_fndds_generated
"Kohlrabi, raw",fndds_kohlrabi_raw,en,usda_fndds_exact
Kohlrabi raw,fndds_kohlrabi_raw,en,usda_fndds_generated
raw Kohlrabi,fndds_kohlrabi_raw,en,usda_fndds_generated
"Rutabaga, raw",fndds_rutabaga_raw,en,usda_fndds_exact
Rutabaga raw,fndds_rutabaga_raw,en,usda_fndds_generated
raw Rutabaga,fndds_rutabaga_raw,en,usda_fndds_generated
"Snowpeas, raw",fndds_snowpeas_raw,en,usda_fndds_exact
Snowpeas raw,fndds_snowpeas_raw,en,usda_fndds_generated
raw Snowpeas,fndds_snowpeas_raw,en,usda_fndds_generated
"Asparagus, raw",fndds_asparagus_raw,en,usda_fndds_exact
Asparagus raw,fndds_asparagus_raw,en,usda_fndds_generated
raw Asparagus,fndds_asparagus_raw,en,usda_fndds_generated
"Mushrooms, raw",fndds_mushrooms_raw,en,usda_fndds_exact
Mushrooms raw,fndds_mushrooms_raw,en,usda_fndds_generated
raw Mushrooms,fndds_mushrooms_raw,en,usda_fndds_generated
"Celery, cooked",fndds_celery_cooked,en,usda_fndds_exact
Celery cooked,fndds_celery_cooked,en,usda_fndds_generated
cooked Celery,fndds_celery_cooked,en,usda_fndds_generated
"Turnip, cooked",fndds_turnip_cooked,en,usda_fndds_exact
Turnip cooked,fndds_turnip_cooked,en,usda_fndds_generated
cooked Turnip,fndds_turnip_cooked,en,usda_fndds_generated
"Burdock, cooked",fndds_burdock_cooked,en,usda_fndds_exact
Burdock cooked,fndds_burdock_cooked,en,usda_fndds_generated
cooked Burdock,fndds_burdock_cooked,en,usda_fndds_generated
Pakora,fndds_pakora,en,usda_fndds_exact
Yuca fries,fndds_yuca_fries,en,usda_fndds_exact
Fried okra,fndds_fried_okra,en,usda_fndds_exact
Fried broccoli,fndds_fried_broccoli,en,usda_fndds_exact
Fried eggplant,fndds_fried_eggplant,en,usda_fndds_exact
Fried mushrooms,fndds_fried_mushrooms,en,usda_fndds_exact
Sweet potato tots,fndds_sweet_potato_tots,en,usda_fndds_exact
Fried green beans,fndds_fried_green_beans,en,usda_fndds_exact
Coleslaw,fndds_coleslaw,en,usda_fndds_exact
Pea salad,fndds_pea_salad,en,usda_fndds_exact
Broccoli slaw salad,fndds_broccoli_slaw_salad,en,usda_fndds_exact
Pea salad with cheese,fndds_pea_salad_with_cheese,en,usda_fndds_exact
"Carrots, raw, salad",fndds_carrots_raw_salad,en,usda_fndds_exact
Carrots raw salad,fndds_carrots_raw_salad,en,usda_fndds_generated
salad raw Carrots,fndds_carrots_raw_salad,en,usda_fndds_generated
"Coleslaw, with fruit",fndds_coleslaw_with_fruit,en,usda_fndds_exact
Coleslaw with fruit,fndds_coleslaw_with_fruit,en,usda_fndds_generated
Cucumber and vegetable namasu,fndds_cucumber_and_vegetable_namasu,en,usda_fndds_exact
"Onions, for use on a sandwich",fndds_onions_for_use_on_a_sandwich,en,usda_fndds_exact
Onions for use on a sandwich,fndds_onions_for_use_on_a_sandwich,en,usda_fndds_generated
for use on a sandwich Onions,fndds_onions_for_use_on_a_sandwich,en,usda_fndds_generated
"Pepper, for use on a sandwich",fndds_pepper_for_use_on_a_sandwich,en,usda_fndds_exact
Pepper for use on a sandwich,fndds_pepper_for_use_on_a_sandwich,en,usda_fndds_generated
for use on a sandwich Pepper,fndds_pepper_for_use_on_a_sandwich,en,usda_fndds_generated
"Avocado, for use on a sandwich",fndds_avocado_for_use_on_a_sandwich,en,usda_fndds_exact
Avocado for use on a sandwich,fndds_avocado_for_use_on_a_sandwich,en,usda_fndds_generated
for use on a sandwich Avocado,fndds_avocado_for_use_on_a_sandwich,en,usda_fndds_generated
"Lettuce, for use on a sandwich",fndds_lettuce_for_use_on_a_sandwich,en,usda_fndds_exact
Lettuce for use on a sandwich,fndds_lettuce_for_use_on_a_sandwich,en,usda_fndds_generated
for use on a sandwich Lettuce,fndds_lettuce_for_use_on_a_sandwich,en,usda_fndds_generated
"Spinach, for use on a sandwich",fndds_spinach_for_use_on_a_sandwich,en,usda_fndds_exact
Spinach for use on a sandwich,fndds_spinach_for_use_on_a_sandwich,en,usda_fndds_generated
for use on a sandwich Spinach,fndds_spinach_for_use_on_a_sandwich,en,usda_fndds_generated
"Potato, baked, peel eaten",fndds_potato_baked_peel_eaten,en,usda_fndds_exact
Potato baked peel eaten,fndds_potato_baked_peel_eaten,en,usda_fndds_generated
peel eaten baked Potato,fndds_potato_baked_peel_eaten,en,usda_fndds_generated
"Potato, baked, peel not eaten",fndds_potato_baked_peel_not_eaten,en,usda_fndds_exact
Potato baked peel not eaten,fndds_potato_baked_peel_not_eaten,en,usda_fndds_generated
peel not eaten baked Potato,fndds_potato_baked_peel_not_eaten,en,usda_fndds_generated
"Potato, boiled, ready-to-heat",fndds_potato_boiled_ready_to_heat,en,usda_fndds_exact
Potato boiled ready-to-heat,fndds_potato_boiled_ready_to_heat,en,usda_fndds_generated
ready-to-heat boiled Potato,fndds_potato_boiled_ready_to_heat,en,usda_fndds_generated
"Potato, roasted, ready-to-heat",fndds_potato_roasted_ready_to_heat,en,usda_fndds_exact
Potato roasted ready-to-heat,fndds_potato_roasted_ready_to_heat,en,usda_fndds_generated
ready-to-heat roasted Potato,fndds_potato_roasted_ready_to_heat,en,usda_fndds_generated
"Potato, canned, no added fat",fndds_potato_canned_no_added_fat,en,usda_fndds_exact
Potato canned no added fat,fndds_potato_canned_no_added_fat,en,usda_fndds_generated
"Potato, baked, peel eaten, with meat",fndds_potato_baked_peel_eaten_with_meat,en,usda_fndds_exact
Potato baked peel eaten with meat,fndds_potato_baked_peel_eaten_with_meat,en,usda_fndds_generated
"Potato, baked, peel eaten, with chili",fndds_potato_baked_peel_eaten_with_chili,en,usda_fndds_exact
Potato baked peel eaten with chili,fndds_potato_baked_peel_eaten_with_chili,en,usda_fndds_generated
"Potato, baked, peel eaten, with butter",fndds_potato_baked_peel_eaten_with_butter,en,usda_fndds_exact
Potato baked peel eaten with butter,fndds_potato_baked_peel_eaten_with_butter,en,usda_fndds_generated
"Potato, baked, peel eaten, with cheese",fndds_potato_baked_peel_eaten_with_cheese,en,usda_fndds_exact
Potato baked peel eaten with cheese,fndds_potato_baked_peel_eaten_with_cheese,en,usda_fndds_generated
"Potato, baked, peel not eaten, with meat",fndds_potato_baked_peel_not_eaten_with_meat,en,usda_fndds_exact
Potato baked peel not eaten with meat,fndds_potato_baked_peel_not_eaten_with_meat,en,usda_fndds_generated
Potato patty,fndds_potato_patty,en,usda_fndds_exact
Potato skins without topping,fndds_potato_skins_without_topping,en,usda_fndds_exact
"Potato skins, with cheese",fndds_potato_skins_with_cheese,en,usda_fndds_exact
Potato skins with cheese,fndds_potato_skins_with_cheese,en,usda_fndds_generated
"Potato tots, frozen, baked",fndds_potato_tots_frozen_baked,en,usda_fndds_exact
Potato tots frozen baked,fndds_potato_tots_frozen_baked,en,usda_fndds_generated
baked frozen Potato tots,fndds_potato_tots_frozen_baked,en,usda_fndds_generated
"Potato tots, frozen, fried",fndds_potato_tots_frozen_fried,en,usda_fndds_exact
Potato tots frozen fried,fndds_potato_tots_frozen_fried,en,usda_fndds_generated
fried frozen Potato tots,fndds_potato_tots_frozen_fried,en,usda_fndds_generated
"Potato tots, school",fndds_potato_tots_school,en,usda_fndds_exact
Potato tots school,fndds_potato_tots_school,en,usda_fndds_generated
school Potato tots,fndds_potato_tots_school,en,usda_fndds_generated
"Potato, home fries, from fresh",fndds_potato_home_fries_from_fresh,en,usda_fndds_exact
Potato home fries from fresh,fndds_potato_home_fries_from_fresh,en,usda_fndds_generated
"Potato, hash brown, from fresh",fndds_potato_hash_brown_from_fresh,en,usda_fndds_exact
Potato hash brown from fresh,fndds_potato_hash_brown_from_fresh,en,usda_fndds_generated
"Potato tots, from fresh, fried or baked",fndds_potato_tots_from_fresh_fried_or_baked,en,usda_fndds_exact
Potato tots from fresh fried or baked,fndds_potato_tots_from_fresh_fried_or_baked,en,usda_fndds_generated
"Potato skins, with cheese and bacon",fndds_potato_skins_with_cheese_and_bacon,en,usda_fndds_exact
Potato skins with cheese and bacon,fndds_potato_skins_with_cheese_and_bacon,en,usda_fndds_generated
Lefse,fndds_lefse,en,usda_fndds_exact
Potato pancake,fndds_potato_pancake,en,usda_fndds_exact
Stewed potatoes,fndds_stewed_potatoes,en,usda_fndds_exact
Stewed potatoes with tomatoes,fndds_stewed_potatoes_with_tomatoes,en,usda_fndds_exact
"Potato salad, German style",fndds_potato_salad_german_style,en,usda_fndds_exact
Potato salad German style,fndds_potato_salad_german_style,en,usda_fndds_generated
"Potato, scalloped, from fresh",fndds_potato_scalloped_from_fresh,en,usda_fndds_exact
Potato scalloped from fresh,fndds_potato_scalloped_from_fresh,en,usda_fndds_generated
"Potato, mashed, ready-to-heat",fndds_potato_mashed_ready_to_heat,en,usda_fndds_exact
Potato mashed ready-to-heat,fndds_potato_mashed_ready_to_heat,en,usda_fndds_generated
ready-to-heat mashed Potato,fndds_potato_mashed_ready_to_heat,en,usda_fndds_generated
"Potato salad, made with mayonnaise",fndds_potato_salad_made_with_mayonnaise,en,usda_fndds_exact
Potato salad made with mayonnaise,fndds_potato_salad_made_with_mayonnaise,en,usda_fndds_generated
"Potato, scalloped, from dry mix",fndds_potato_scalloped_from_dry_mix,en,usda_fndds_exact
Potato scalloped from dry mix,fndds_potato_scalloped_from_dry_mix,en,usda_fndds_generated
"Stewed potatoes, Puerto Rican style",fndds_stewed_potatoes_puerto_rican_style,en,usda_fndds_exact
Stewed potatoes Puerto Rican style,fndds_stewed_potatoes_puerto_rican_style,en,usda_fndds_generated
"Potato, scalloped, ready-to-heat",fndds_potato_scalloped_ready_to_heat,en,usda_fndds_exact
Potato scalloped ready-to-heat,fndds_potato_scalloped_ready_to_heat,en,usda_fndds_generated
ready-to-heat scalloped Potato,fndds_potato_scalloped_ready_to_heat,en,usda_fndds_generated
"Potato salad, made with creamy dressing",fndds_potato_salad_made_with_creamy_dressing,en,usda_fndds_exact
Potato salad made with creamy dressing,fndds_potato_salad_made_with_creamy_dressing,en,usda_fndds_generated
"Tangerine juice, 100%",fndds_tangerine_juice_100,en,usda_fndds_exact
Tangerine juice 100%,fndds_tangerine_juice_100,en,usda_fndds_generated
100% Tangerine juice,fndds_tangerine_juice_100,en,usda_fndds_generated
"Orange juice, 100%,  freshly squeezed",fndds_orange_juice_100_freshly_squeezed,en,usda_fndds_exact
Orange juice 100% freshly squeezed,fndds_orange_juice_100_freshly_squeezed,en,usda_fndds_generated
freshly squeezed 100% Orange juice,fndds_orange_juice_100_freshly_squeezed,en,usda_fndds_generated
"Grapefruit juice, 100%, freshly squeezed",fndds_grapefruit_juice_100_freshly_squeezed,en,usda_fndds_exact
Grapefruit juice 100% freshly squeezed,fndds_grapefruit_juice_100_freshly_squeezed,en,usda_fndds_generated
freshly squeezed 100% Grapefruit juice,fndds_grapefruit_juice_100_freshly_squeezed,en,usda_fndds_generated
"Grapefruit juice, 100%, with calcium added",fndds_grapefruit_juice_100_with_calcium_added,en,usda_fndds_exact
Grapefruit juice 100% with calcium added,fndds_grapefruit_juice_100_with_calcium_added,en,usda_fndds_generated
"Orange juice, 100%, frozen, reconstituted",fndds_orange_juice_100_frozen_reconstituted,en,usda_fndds_exact
Orange juice 100% frozen reconstituted,fndds_orange_juice_100_frozen_reconstituted,en,usda_fndds_generated
reconstituted frozen 100% Orange juice,fndds_orange_juice_100_frozen_reconstituted,en,usda_fndds_generated
Apple cider,fndds_apple_cider,en,usda_fndds_exact
"Apple juice, 100%",fndds_apple_juice_100,en,usda_fndds_exact
Apple juice 100%,fndds_apple_juice_100,en,usda_fndds_generated
100% Apple juice,fndds_apple_juice_100,en,usda_fndds_generated
"Apple juice, 100%, with calcium added",fndds_apple_juice_100_with_calcium_added,en,usda_fndds_exact
Apple juice 100% with calcium added,fndds_apple_juice_100_with_calcium_added,en,usda_fndds_generated
Blueberry juice,fndds_blueberry_juice,en,usda_fndds_exact
"Grape juice, 100%",fndds_grape_juice_100,en,usda_fndds_exact
Grape juice 100%,fndds_grape_juice_100,en,usda_fndds_generated
100% Grape juice,fndds_grape_juice_100,en,usda_fndds_generated
"Prune juice, 100%",fndds_prune_juice_100,en,usda_fndds_exact
Prune juice 100%,fndds_prune_juice_100,en,usda_fndds_generated
100% Prune juice,fndds_prune_juice_100,en,usda_fndds_generated
Aloe vera juice drink,fndds_aloe_vera_juice_drink,en,usda_fndds_exact
"Strawberry juice, 100%",fndds_strawberry_juice_100,en,usda_fndds_exact
Strawberry juice 100%,fndds_strawberry_juice_100,en,usda_fndds_generated
100% Strawberry juice,fndds_strawberry_juice_100,en,usda_fndds_generated
"Papaya juice, 100%",fndds_papaya_juice_100,en,usda_fndds_exact
Papaya juice 100%,fndds_papaya_juice_100,en,usda_fndds_generated
100% Papaya juice,fndds_papaya_juice_100,en,usda_fndds_generated
"Pineapple juice, 100%",fndds_pineapple_juice_100,en,usda_fndds_exact
Pineapple juice 100%,fndds_pineapple_juice_100,en,usda_fndds_generated
100% Pineapple juice,fndds_pineapple_juice_100,en,usda_fndds_generated
Beet juice,fndds_beet_juice,en,usda_fndds_exact
Celery juice,fndds_celery_juice,en,usda_fndds_exact
Tomato juice cocktail,fndds_tomato_juice_cocktail,en,usda_fndds_exact
Mixed vegetable juice,fndds_mixed_vegetable_juice,en,usda_fndds_exact
"Carrot juice, 100%",fndds_carrot_juice_100,en,usda_fndds_exact
Carrot juice 100%,fndds_carrot_juice_100,en,usda_fndds_generated
100% Carrot juice,fndds_carrot_juice_100,en,usda_fndds_generated
"Soft drink, cola, diet",fndds_soft_drink_cola_diet,en,usda_fndds_exact
Soft drink cola diet,fndds_soft_drink_cola_diet,en,usda_fndds_generated
diet cola Soft drink,fndds_soft_drink_cola_diet,en,usda_fndds_generated
"Soft drink, root beer, diet",fndds_soft_drink_root_beer_diet,en,usda_fndds_exact
Soft drink root beer diet,fndds_soft_drink_root_beer_diet,en,usda_fndds_generated
diet root beer Soft drink,fndds_soft_drink_root_beer_diet,en,usda_fndds_generated
"Soft drink, cream soda, diet",fndds_soft_drink_cream_soda_diet,en,usda_fndds_exact
Soft drink cream soda diet,fndds_soft_drink_cream_soda_diet,en,usda_fndds_generated
diet cream soda Soft drink,fndds_soft_drink_cream_soda_diet,en,usda_fndds_generated
"Soft drink, ginger ale, diet",fndds_soft_drink_ginger_ale_diet,en,usda_fndds_exact
Soft drink ginger ale diet,fndds_soft_drink_ginger_ale_diet,en,usda_fndds_generated
diet ginger ale Soft drink,fndds_soft_drink_ginger_ale_diet,en,usda_fndds_generated
"Soft drink, pepper type, diet",fndds_soft_drink_pepper_type_diet,en,usda_fndds_exact
Soft drink pepper type diet,fndds_soft_drink_pepper_type_diet,en,usda_fndds_generated
"Soft drink, chocolate flavored, diet",fndds_soft_drink_chocolate_flavored_diet,en,usda_fndds_exact
Soft drink chocolate flavored diet,fndds_soft_drink_chocolate_flavored_diet,en,usda_fndds_generated
diet chocolate flavored Soft drink,fndds_soft_drink_chocolate_flavored_diet,en,usda_fndds_generated
"Energy drink, sugar free",fndds_energy_drink_sugar_free,en,usda_fndds_exact
Energy drink sugar free,fndds_energy_drink_sugar_free,en,usda_fndds_generated
sugar free Energy drink,fndds_energy_drink_sugar_free,en,usda_fndds_generated
"Sports drink, low calorie",fndds_sports_drink_low_calorie,en,usda_fndds_exact
Sports drink low calorie,fndds_sports_drink_low_calorie,en,usda_fndds_generated
low calorie Sports drink,fndds_sports_drink_low_calorie,en,usda_fndds_generated
"Energy drink, sugar-free (NOS)",fndds_energy_drink_sugar_free_nos,en,usda_fndds_exact
Energy drink sugar-free NOS,fndds_energy_drink_sugar_free_nos,en,usda_fndds_generated
"Energy drink, sugar free (Vault)",fndds_energy_drink_sugar_free_vault,en,usda_fndds_exact
Energy drink sugar free Vault,fndds_energy_drink_sugar_free_vault,en,usda_fndds_generated
"Energy drink, sugar free (Monster)",fndds_energy_drink_sugar_free_monster,en,usda_fndds_exact
Energy drink sugar free Monster,fndds_energy_drink_sugar_free_monster,en,usda_fndds_generated
"Energy drink, sugar free (No Fear)",fndds_energy_drink_sugar_free_no_fear,en,usda_fndds_exact
Energy drink sugar free No Fear,fndds_energy_drink_sugar_free_no_fear,en,usda_fndds_generated
"Fruit flavored drink, diet",fndds_fruit_flavored_drink_diet,en,usda_fndds_exact
Fruit flavored drink diet,fndds_fruit_flavored_drink_diet,en,usda_fndds_generated
diet Fruit flavored drink,fndds_fruit_flavored_drink_diet,en,usda_fndds_generated
"Slush frozen drink, no sugar added",fndds_slush_frozen_drink_no_sugar_added,en,usda_fndds_exact
Slush frozen drink no sugar added,fndds_slush_frozen_drink_no_sugar_added,en,usda_fndds_generated
"Fruit flavored drink, with high vitamin C, diet",fndds_fruit_flavored_drink_with_high_vitamin_c_diet,en,usda_fndds_exact
Fruit flavored drink with high vitamin C diet,fndds_fruit_flavored_drink_with_high_vitamin_c_diet,en,usda_fndds_generated
"Fruit flavored drink, powdered, reconstituted, diet",fndds_fruit_flavored_drink_powdered_reconstituted_diet,en,usda_fndds_exact
Fruit flavored drink powdered reconstituted diet,fndds_fruit_flavored_drink_powdered_reconstituted_diet,en,usda_fndds_generated
diet reconstituted powdered Fruit flavored drink,fndds_fruit_flavored_drink_powdered_reconstituted_diet,en,usda_fndds_generated
"Soft drink, cola",fndds_soft_drink_cola,en,usda_fndds_exact
Soft drink cola,fndds_soft_drink_cola,en,usda_fndds_generated
cola Soft drink,fndds_soft_drink_cola,en,usda_fndds_generated
"Soft drink, root beer",fndds_soft_drink_root_beer,en,usda_fndds_exact
Soft drink root beer,fndds_soft_drink_root_beer,en,usda_fndds_generated
root beer Soft drink,fndds_soft_drink_root_beer,en,usda_fndds_generated
"Soft drink, cream soda",fndds_soft_drink_cream_soda,en,usda_fndds_exact
Soft drink cream soda,fndds_soft_drink_cream_soda,en,usda_fndds_generated
cream soda Soft drink,fndds_soft_drink_cream_soda,en,usda_fndds_generated
"Soft drink, ginger ale",fndds_soft_drink_ginger_ale,en,usda_fndds_exact
Soft drink ginger ale,fndds_soft_drink_ginger_ale,en,usda_fndds_generated
ginger ale Soft drink,fndds_soft_drink_ginger_ale,en,usda_fndds_generated
"Soft drink, pepper type",fndds_soft_drink_pepper_type,en,usda_fndds_exact
Soft drink pepper type,fndds_soft_drink_pepper_type,en,usda_fndds_generated
"Soft drink, chocolate flavored",fndds_soft_drink_chocolate_flavored,en,usda_fndds_exact
Soft drink chocolate flavored,fndds_soft_drink_chocolate_flavored,en,usda_fndds_generated
chocolate flavored Soft drink,fndds_soft_drink_chocolate_flavored,en,usda_fndds_generated
Pear nectar,fndds_pear_nectar,en,usda_fndds_exact
Guava nectar,fndds_guava_nectar,en,usda_fndds_exact
Mango nectar,fndds_mango_nectar,en,usda_fndds_exact
Peach nectar,fndds_peach_nectar,en,usda_fndds_exact
Banana nectar,fndds_banana_nectar,en,usda_fndds_exact
Papaya nectar,fndds_papaya_nectar,en,usda_fndds_exact
Apricot nectar,fndds_apricot_nectar,en,usda_fndds_exact
Tamarind drink,fndds_tamarind_drink,en,usda_fndds_exact
Shirley Temple,fndds_shirley_temple,en,usda_fndds_exact
Cantaloupe nectar,fndds_cantaloupe_nectar,en,usda_fndds_exact
Fruit juice drink,fndds_fruit_juice_drink,en,usda_fndds_exact
Slush frozen drink,fndds_slush_frozen_drink,en,usda_fndds_exact
Energy drink (XS),fndds_energy_drink_xs,en,usda_fndds_exact
Energy drink XS,fndds_energy_drink_xs,en,usda_fndds_generated
Energy drink (NOS),fndds_energy_drink_nos,en,usda_fndds_exact
Energy drink NOS,fndds_energy_drink_nos,en,usda_fndds_generated
Energy drink (Vault),fndds_energy_drink_vault,en,usda_fndds_exact
Energy drink Vault,fndds_energy_drink_vault,en,usda_fndds_generated
Energy drink (Monster),fndds_energy_drink_monster,en,usda_fndds_exact
Energy drink Monster,fndds_energy_drink_monster,en,usda_fndds_generated
Energy drink (No Fear),fndds_energy_drink_no_fear,en,usda_fndds_exact
Energy drink No Fear,fndds_energy_drink_no_fear,en,usda_fndds_generated
Energy drink (Red Bull),fndds_energy_drink_red_bull,en,usda_fndds_exact
Energy drink Red Bull,fndds_energy_drink_red_bull,en,usda_fndds_generated
Energy drink (Rockstar),fndds_energy_drink_rockstar,en,usda_fndds_exact
Energy drink Rockstar,fndds_energy_drink_rockstar,en,usda_fndds_generated
"Nutritional drink or shake, liquid, soy-based",fndds_nutritional_drink_or_shake_liquid_soy_based,en,usda_fndds_exact
Nutritional drink or shake liquid soy-based,fndds_nutritional_drink_or_shake_liquid_soy_based,en,usda_fndds_generated
"Nutritional drink or shake, ready-to-drink (Boost)",fndds_nutritional_drink_or_shake_ready_to_drink_boost,en,usda_fndds_exact
Nutritional drink or shake ready-to-drink Boost,fndds_nutritional_drink_or_shake_ready_to_drink_boost,en,usda_fndds_generated
"Nutritional drink or shake, ready-to-drink (Ensure)",fndds_nutritional_drink_or_shake_ready_to_drink_ensure,en,usda_fndds_exact
Nutritional drink or shake ready-to-drink Ensure,fndds_nutritional_drink_or_shake_ready_to_drink_ensure,en,usda_fndds_generated
"Nutritional drink or shake, ready-to-drink (Slim Fast)",fndds_nutritional_drink_or_shake_ready_to_drink_slim_fast,en,usda_fndds_exact
Nutritional drink or shake ready-to-drink Slim Fast,fndds_nutritional_drink_or_shake_ready_to_drink_slim_fast,en,usda_fndds_generated
"Nutritional drink or shake, ready-to-drink (Boost Plus)",fndds_nutritional_drink_or_shake_ready_to_drink_boost_plus,en,usda_fndds_exact
